M	D	W	L	WIN	DRAW	VS_TEAM	HOME_AWAY	PLAY_GROUND
6	16	1	4	0	0	HANHWA	A	TAEJEON
6	18	3	8	0	0	SAMSUNG	A	DAEGU
6	19	2	13	0	0	SAMSUNG	A	DAEGU
6	20	0	4	0	0	SAMSUNG	A	DAEGU
6	21	2	3	0	0	NC	H	INCHEON
6	22	12	4	1	0	NC	H	INCHEON
6	23	6	18	0	0	NC	H	INCHEON
6	25	6	1	1	0	KT	H	INCHEON
6	26	10	5	1	0	KT	H	INCHEON
6	27	8	16	0	0	KT	H	INCHEON
6	28	0	10	0	0	DOOSAN	A	JAMSIL
6	29	6	0	1	0	DOOSAN	A	JAMSIL
6	30	3	1	1	0	DOOSAN	A	JAMSIL
7	3	1	4	0	0	NC	A	CHANGWON
7	4	0	2	0	0	NC	A	CHANGWON
7	9	7	4	1	0	LOTTE	H	INCHEON
7	10	1	6	0	0	LOTTE	H	INCHEON
7	11	5	4	1	0	LOTTE	H	INCHEON
7	12	14	6	1	0	KIA	A	KWANGJU
7	13	15	9	1	0	KIA	A	KWANGJU
7	14	4	13	0	0	KIA	A	KWANGJU
7	17	9	12	0	0	LG	A	JAMSIL
7	19	9	3	1	0	KIWOOM	H	INCHEON
7	21	2	7	0	0	KIWOOM	H	INCHEON
7	24	3	5	0	0	KT	A	SUWON
7	25	2	4	0	0	KT	A	SUWON
7	26	6	1	1	0	DOOSAN	H	INCHEON
7	27	4	3	1	0	DOOSAN	H	INCHEON
7	28	3	0	1	0	DOOSAN	H	INCHEON
7	30	11	5	1	0	LOTTE	H	INCHEON
7	31	12	11	1	0	LOTTE	H	INCHEON
8	1	2	4	0	0	LOTTE	H	INCHEON
8	2	3	4	0	0	SAMSUNG	A	DAEGU
8	3	4	12	0	0	SAMSUNG	A	DAEGU
8	4	3	8	0	0	SAMSUNG	A	DAEGU
8	6	6	2	1	0	KIWOOM	A	GOCHEOK
8	7	6	2	1	0	KIWOOM	A	GOCHEOK
8	8	0	3	0	0	KIWOOM	A	GOCHEOK
8	9	11	13	0	0	DOOSAN	H	INCHEON
8	10	6	10	0	0	DOOSAN	H	INCHEON
8	11	11	9	1	0	DOOSAN	H	INCHEON
8	13	2	0	1	0	NC	A	CHANGWON
8	14	10	5	1	0	NC	A	CHANGWON
8	16	1	2	0	0	HANHWA	H	INCHEON
8	17	5	8	0	0	HANHWA	H	INCHEON
8	18	1	7	0	0	HANHWA	H	INCHEON
8	20	3	4	0	0	LG	A	JAMSIL
8	21	5	1	1	0	LG	A	JAMSIL
8	22	3	13	0	0	LG	A	JAMSIL
8	23	6	11	0	0	KT	H	INCHEON
8	24	3	9	0	0	KT	H	INCHEON
8	25	4	3	1	0	KT	H	INCHEON
8	27	4	10	0	0	KIA	A	KWANGJU
8	28	6	7	0	0	KIA	A	KWANGJU
8	29	10	4	1	0	KIA	A	KWANGJU
8	31	2	7	0	0	NC	H	INCHEON
9	1	2	8	0	0	NC	H	INCHEON
9	4	0	5	0	0	LG	A	JAMSIL
9	5	0	0	0	0	LG	A	JAMSIL
9	7	0	0	0	0	LOTTE	A	BUSAN
9	8	0	0	0	0	LOTTE	A	BUSAN
9	10	0	0	0	0	HANHWA	H	INCHEON
9	11	0	0	0	0	LOTTE	H	INCHEON
9	13	0	0	0	0	LG	H	INCHEON
9	14	0	0	0	0	SAMSUNG	H	INCHEON
9	15	0	0	0	0	SAMSUNG	H	INCHEON
9	17	0	0	0	0	KIA	H	INCHEON
9	19	0	0	0	0	KIWOOM	H	INCHEON
9	20	0	0	0	0	KIWOOM	H	INCHEON
9	21	0	0	0	0	KT	A	SUWON
9	22	0	0	0	0	KT	A	SUWON
9	23	0	0	0	0	DOOSAN	A	JAMSIL
9	25	0	0	0	0	NC	A	CHANGWON
9	26	0	0	0	0	NC	A	CHANGWON
9	28	0	0	0	0	HANHWA	A	TAEJEON
