년,월,설화명곡,화원,대곡,진천,월배,상인,월촌,송현,서부정류장,대명,안지랑,현충로,영대병원,교대,명덕1,반월당1,중앙로,대구역,칠성시장,신천,동대구역,동구청,아양교,동촌,해안,방촌,용계,율하,신기,반야월,각산,안심,문양,다사,대실,강창,계명대,성서산업단지,이곡,용산,죽전,감삼,두류,내당,반고개,청라언덕2,반월당2,경대병원,대구은행,범어,수성구청,만촌,담티,연호,대공원,고산,신매,사월,정평,임당,영남대,칠곡경대병원,학정,팔거,동천,칠곡운암,구암,태전,매천,매천시장,팔달,공단,만평,팔달시장,원대,북구청,달성공원,서문시장,청라언덕3,남산,명덕3,건들바위,대봉교,수성시장,수성구민운동장,어린이세상,황금,수성못,지산,범물,용지
2004,02,0,0,163923,127745,100439,324951,130246,109716,285571,79923,95066,83802,126353,98241,124439,156819,582182,218874,109512,112754,241193,96520,111517,38483,80774,85720,55249,35515,102937,62469,74614,94057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,03,0,0,184477,132515,110480,329549,147517,118815,297143,84626,106875,92001,158671,129644,150570,161890,556738,215634,128820,133091,246464,114129,126195,39475,87081,94303,62542,40596,116788,81270,86137,156636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,04,0,0,178250,126544,106947,303325,142187,113099,308096,81752,105599,88941,148132,123308,143548,152537,528493,207965,126447,129799,278389,111074,125739,41106,85965,93754,64119,40249,115027,78461,84901,146069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,05,0,0,203086,140836,120647,350761,158878,128114,362287,93499,122308,100279,170326,139210,174899,177197,642625,245652,152777,149316,327952,133242,147483,52156,99692,106854,74054,45453,127437,92607,92360,161987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,06,0,0,184884,132335,112429,314038,147136,118350,305496,84651,109190,93467,156059,123896,157402,158969,560304,216750,133482,139228,279331,121065,128760,41538,90478,97612,65119,41784,118100,81968,94449,135592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,07,0,0,168678,124589,104219,292917,131899,108933,286414,79977,97394,85863,130896,103507,136278,150501,578807,212931,116660,120638,262927,105282,116713,36758,84818,90993,59842,38330,111682,67477,93431,101306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,08,0,0,144981,108748,89626,249848,109895,92651,255910,67697,85441,72745,117270,90641,108917,124379,485760,192019,99786,101768,236785,88373,96763,30489,71198,76928,50997,32799,97839,58037,84857,93564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,09,0,0,153101,110006,91999,251381,116510,93105,252321,68368,86931,73944,122526,95748,115876,124533,441627,187309,106323,108770,231268,95016,103343,33609,73756,81608,52788,34933,105642,67644,101604,125977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,10,0,0,172052,124706,102854,279650,128596,104597,285860,76605,98218,83732,138845,106692,135250,144444,484568,205044,114890,122371,260095,105863,118839,43644,84607,88264,59005,38305,113550,75880,104112,133480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,11,0,0,175312,130181,105680,287322,134001,109033,254769,78974,105578,87547,139759,109081,145975,151762,524553,211090,123876,129594,268704,115023,124587,43213,86079,93738,60825,39757,116248,77960,107921,132838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,12,0,0,182953,137356,112511,308870,141756,114096,267437,83047,104267,93101,143837,108432,150042,155738,567830,219158,125582,135299,277430,119393,127560,45610,91969,100530,64819,41374,122652,75921,115420,120147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,01,0,0,156773,123687,99612,289640,123806,108657,278607,81475,104072,87828,134097,94729,131013,154405,593425,218120,117987,116493,276347,103120,113130,41049,82190,89470,56889,35992,104732,63026,102887,88780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,02,0,0,144859,107666,88694,263448,109493,96571,254535,68898,88943,74184,113986,80823,109053,131917,567316,195325,101630,101414,248969,90335,100303,33475,72967,79263,50976,32479,95877,57724,91183,83190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,03,0,0,184277,129348,110079,304883,142000,117603,288710,81619,108700,93270,159354,120065,152232,187007,564167,221911,127940,134804,273859,119455,123325,40481,88377,98485,64139,39990,117060,78286,112711,140507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,04,0,0,182465,124720,106401,291309,135272,111498,292073,82428,104346,89773,150716,113365,145630,188984,520526,218260,123296,129210,284370,115784,122906,43558,86993,95652,62326,39375,114467,75983,109124,129397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,05,0,0,187993,127213,109753,303192,138904,114776,301352,88527,107902,92698,153071,116105,148977,198201,549220,226962,125442,131824,292327,119347,128585,45451,90630,98531,65001,40799,116912,79924,113121,130728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,06,0,0,170978,115375,100758,271506,125579,106371,264915,76426,97489,84713,136097,100791,135371,184755,485726,205703,113502,118922,261033,109920,115448,40293,82687,90383,58381,38271,109114,67855,105760,109849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,07,0,0,170756,116464,99515,283656,124750,106378,269479,80206,95785,84885,127604,92578,128697,203794,543786,217911,112573,117332,256696,109206,115328,36890,82442,90620,54074,38975,107416,64259,106481,90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,08,0,0,167012,114598,97108,273246,118402,102967,272114,75481,95155,81218,130971,92360,122265,205918,530554,220005,111369,113273,266370,105175,112458,35663,79552,88284,51070,38219,103663,62544,102647,89447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,09,0,0,174267,116408,99996,275662,125415,106544,271795,75211,97100,85265,138453,98950,132365,204100,507785,216879,118178,121279,265855,114012,116366,38671,82633,92125,53649,39575,109203,70688,107929,123139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,10,0,0,194240,126897,109372,307426,137983,116677,294330,83700,110002,97609,160155,114049,157082,201915,554516,258969,134056,141252,318745,128839,136678,51555,94931,104379,61687,43472,118050,77090,119391,129609,24087,16522,19201,46067,90519,60087,57365,106472,52746,54504,85254,37613,40645,62663,228306,48441,57937,59065,49455,41554,36418,6321,6447,30741,95199,78954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,11,0,0,199733,130968,112435,323613,146456,125730,289581,92864,116403,103914,174329,127481,165253,154527,564165,292258,147000,151500,339235,142002,144997,52336,97301,107105,65319,44116,119360,86721,124063,141115,46132,31619,37262,98678,215200,136045,117060,201499,123549,128742,165128,91453,95190,144334,433378,110566,132560,130225,102748,91132,73682,12610,7768,62214,190446,165298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,12,0,0,201375,134201,117521,341137,150350,131941,293762,97036,116886,104653,168447,116168,164272,150386,670140,315606,145035,150523,348745,140121,141732,51645,97886,110266,66984,43758,121813,76416,123891,125217,46177,30759,35521,92188,190402,141119,118357,208308,131226,130566,169599,94239,97623,132949,459501,108696,133394,138268,107747,94344,70016,12696,5775,63582,194721,137218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,01,0,0,185057,127322,105011,319009,132826,121989,287337,92398,113823,100005,154268,106586,146260,145534,663382,309136,146008,137182,353553,126515,132002,46802,91764,104162,59472,39929,112262,59171,113030,100416,48082,28485,33045,81586,155082,137621,109136,193305,119422,124167,168108,92809,92008,134247,485342,102929,127222,129674,103336,86081,56323,12016,8335,59307,182729,106937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,0,0,191454,130175,107109,337060,136261,124331,295681,93053,118990,103246,168547,113356,155513,144901,681517,307950,143641,141498,355475,131037,142283,46718,90785,102724,61033,40301,110074,61216,111846,104303,50208,29376,34796,86095,152283,151217,117607,208945,135119,141693,189612,103620,105406,134357,503464,116018,140738,145991,117681,95173,64445,13190,8573,64299,189503,117407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,03,0,0,240009,146253,126160,383019,174346,146925,342608,109447,139840,122420,242604,162944,214751,163559,705334,343993,191923,178295,388174,169735,183309,49110,101839,115895,77678,45557,126237,99933,121032,186293,63728,35082,43355,126838,289093,176101,146735,249945,152057,195057,229331,129664,145203,187778,572230,150598,176119,172925,146381,124424,107119,15446,10061,70259,217725,206670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,0,0,236277,139982,122143,365982,159840,141564,331514,107176,131661,118722,228416,155167,204636,152025,629996,346368,184608,168849,397325,161834,181545,57487,100697,110554,74880,44345,121296,92754,114535,169486,61813,33467,42888,130251,260231,177953,142417,244261,157805,188778,236703,125782,142430,182299,533722,146947,168395,172648,138894,119018,100003,15815,11235,65342,206549,192722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,05,0,0,247565,144136,130602,392310,160242,146868,348039,110419,137539,121219,232785,159724,209609,157739,697605,365525,191651,172347,409222,168310,192447,56370,104385,116557,76955,46965,129167,99109,120838,176333,61618,35249,45242,136555,273491,190203,150227,259418,162995,201001,249945,129199,149874,194717,594904,153130,178620,179901,148505,126775,102236,16074,13921,69857,223835,214039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,06,0,0,223246,130694,119502,350656,144147,134407,315439,101344,124628,111638,210188,141952,192315,147933,601542,321993,173095,155636,367464,153385,174329,48376,95379,107153,69048,42927,117839,81026,110419,144322,59723,32504,40977,120277,219070,176393,137721,235076,148499,187633,230465,122311,140519,178753,539164,150756,177820,168639,147199,117800,94509,14967,13448,64892,206072,187551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,07,0,0,215455,129381,116864,346815,134759,134133,302888,98953,118918,105887,186165,126020,181300,152561,668451,324587,162623,141550,357862,138020,162143,42550,90974,101461,62354,40667,112549,63446,105938,110143,60190,30012,39368,101733,164126,168334,129554,228592,138277,177222,200865,115969,127330,162923,566017,133724,159550,152116,132800,106823,79694,14431,11815,61809,194963,145279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,08,0,0,217231,129860,117175,340712,133945,132879,308036,100096,117522,104083,190609,134499,175068,154672,664006,332214,161511,139634,368521,135408,162853,42412,89327,99478,62475,39420,111588,62459,105934,119510,65874,30761,37921,104478,168667,167026,124830,229139,136998,175419,214161,116016,127655,158090,573345,132534,157820,150786,132377,106956,79940,15151,12769,60606,191284,149346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,09,0,0,229209,133502,128375,353197,146187,137425,309444,102152,125382,110106,213340,147282,193167,148697,593792,329065,179571,155292,354524,153211,174451,47548,94235,106059,69079,42769,115874,87301,110186,162824,58844,39207,42627,131473,247415,176452,140752,247522,150190,191276,222912,122046,142356,186056,559220,147076,176798,165664,138813,118331,96949,15616,20040,67079,202060,206935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,10,0,0,225418,132225,125922,341650,136481,129939,315193,97372,121819,107121,194580,136484,179519,139243,597573,326649,167099,147780,387297,144055,173593,51652,94493,102516,69228,41206,114993,80342,106951,147366,56044,49336,42359,123399,217748,175519,133952,238669,151516,182182,227631,118860,136591,175283,540450,138908,164547,157190,131712,111869,86678,14805,14296,65409,195229,190295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,11,0,0,230545,133324,127417,344976,139576,128767,298763,96901,120367,107663,199712,138087,190319,144615,561008,317685,167969,149753,374743,149937,175626,53115,96466,104179,69475,39115,113684,85548,108305,154324,53015,50612,42215,133047,235611,179469,133869,239271,156748,190683,207008,121988,143079,178015,539662,143463,173229,172473,126155,117859,94541,14411,10862,67002,201969,202055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,12,0,0,238849,137250,132319,360861,140122,133566,308643,101506,123454,111871,190835,134201,189518,149075,651315,334526,166836,143597,400297,146974,175699,55047,99198,105254,72255,39228,117498,79002,110849,135259,56619,52516,43686,122881,206541,189355,138746,243547,165230,194008,217701,122652,144680,176486,582310,141153,170322,175858,124535,117884,89075,14099,11523,65402,208680,189129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,01,0,0,227032,131274,126188,343730,122028,128424,299065,101502,119757,109162,186702,122364,178157,151775,635652,319553,159620,131577,384963,134022,163245,51489,91743,99817,63319,36815,107475,64209,106573,111466,56566,49185,41481,106074,164735,178425,127516,226234,154376,180317,209601,118428,132950,166646,596573,138441,163288,180736,123991,112434,73124,13674,11362,62525,199231,163109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,0,0,209495,115801,113919,312748,112522,112284,279381,90063,108302,96239,162600,106025,150374,133447,599097,297610,148336,117813,348047,120733,148612,40469,81735,89927,58363,34175,100137,57561,97465,102674,47695,44888,38031,93125,151859,157259,116167,205491,129440,163365,186293,106725,115368,154287,546635,119140,145494,150844,114146,101859,68705,12889,10485,56869,181804,150463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,03,0,0,250778,133135,136780,361786,146269,135256,310736,101525,127750,114691,225258,146982,202100,151587,619098,329188,175821,151738,370142,156170,182291,47871,98686,107107,75480,40848,117402,91180,110602,184852,60607,54773,49908,138704,277646,183300,143657,251687,156209,212732,224248,128611,152097,191339,595249,149263,178199,177503,142516,128320,112968,15449,14064,67498,216612,244884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,04,0,0,246154,129182,133977,343260,143371,128945,303595,96114,125505,111481,216515,139970,193191,142538,546863,319361,172192,146906,364389,150025,180275,46603,96184,103457,73099,39534,113721,89972,107049,174097,62463,52768,48957,138525,256472,173580,138381,240762,151407,204710,234049,125023,148239,190797,542251,147469,172168,170079,135228,122864,103492,15765,17282,65081,207260,234860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,05,0,0,261783,138779,142525,374443,148905,134826,321425,101961,129907,114512,224277,144756,202308,149395,619919,342872,176097,152045,384581,156713,194590,52282,102027,107029,74710,42201,119739,95406,117987,188574,62988,55811,50969,145469,269206,191324,144625,256920,162573,211399,250053,128808,152625,200928,601599,153742,179437,181437,142941,132457,108698,16752,15914,68685,221619,251246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,06,0,0,233145,126953,131509,334564,134351,126905,290159,96438,120027,106083,198072,128121,183710,138307,533342,306801,162272,138103,345803,141802,172428,43299,92262,98920,68828,39963,111069,76253,111131,154675,60638,52132,47994,125953,209491,169604,129986,229746,140077,190320,211137,118058,140118,184069,520622,144373,162976,163544,131346,116942,94686,15541,13354,63485,203585,199705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,07,0,0,232532,128674,128480,342788,127970,123870,287921,96693,118165,103668,180451,118578,174314,144619,607825,311580,155846,129323,348605,131131,164807,40888,90461,97274,64093,39233,108128,64434,111603,121366,62072,51186,47527,107119,167069,169097,125374,233313,137302,183592,211103,115065,132193,173848,566501,142147,157557,160184,133061,114871,84148,15593,14876,64417,200792,172283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,08,0,0,226735,123308,122973,327981,120434,118767,276448,91422,111711,95721,176442,116324,165443,141117,586990,303480,146796,123356,344035,122645,157275,39214,86101,91489,61405,37972,103397,66061,106425,127807,61599,47184,43550,105502,164551,158575,116730,215530,129915,178207,202130,110066,123618,156546,535513,134174,148965,146699,128503,108427,81311,15001,16690,60132,186671,175607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,09,0,0,232565,121382,122287,321735,124669,116381,275025,87548,110793,96749,178158,120736,168275,129294,550250,303739,155831,127767,331291,129278,159126,39522,86539,92232,63663,38269,104768,80328,105402,158637,53901,46528,43593,118979,208347,153684,119279,219257,129174,178211,189516,111193,125935,161208,503599,130257,151021,140890,122879,109170,87321,13972,14178,59938,184207,208281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,10,0,0,269417,136460,137849,361296,139448,130617,300803,99337,125442,109923,202412,139671,191275,145247,576046,319050,163605,146348,362756,147185,188088,50166,97046,102239,72770,43798,116889,92590,121558,179656,63043,54668,52071,138587,239737,180819,140771,249954,155304,202104,238306,124610,147993,193125,549398,155780,180312,177823,138438,127183,98464,17236,24123,73511,215392,243977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,11,0,0,268535,134607,133015,354165,135155,128037,295092,95501,121458,108518,197241,134618,188497,142325,568114,313724,160839,141045,358470,142296,183144,48145,95519,99616,70085,42368,112498,92958,118350,179207,59660,50619,50578,136463,240991,176976,135214,246137,150174,199509,214400,123298,146332,189359,543371,151364,175066,177447,131818,126158,96290,15958,13892,67987,206565,240910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,12,0,0,270065,136697,134016,367046,133162,128550,299563,98395,123534,108093,186059,125093,183525,144247,659773,324060,158353,135028,378563,137665,175860,49239,95763,100733,72087,42384,113412,74506,120346,147221,60999,51239,49214,121702,194445,181513,138073,243494,156391,195299,219607,122815,142382,179029,579058,148784,169181,176859,129323,124100,89370,15635,13474,67941,211789,206371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,01,0,0,258608,130867,125596,346102,115594,120950,281813,96022,119143,101240,178915,116384,170935,149113,625673,308776,154432,124627,357441,123018,160134,44916,89274,93948,62972,38700,104066,64493,114932,123814,59797,47730,46048,108435,165250,173823,126919,225830,145366,182683,205910,115841,130064,166143,582554,146964,163903,178535,130932,116838,73597,15189,12646,66450,203185,183595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,02,0,0,241625,117440,115227,328034,109650,111214,268636,86591,108670,93270,158842,102004,148969,134362,629193,283917,139321,112846,340066,112349,148507,37817,83223,86948,58238,36480,97517,58969,105093,117013,52032,42808,44505,94434,150704,157725,116561,208020,127638,163850,185446,106798,114736,145497,542955,124300,143919,148093,116861,105687,68656,13505,11689,58077,181003,168575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,03,0,0,286809,135446,138254,375668,141523,134645,305414,99145,127601,115028,221006,141513,200023,155189,641979,324687,169706,148268,362597,149333,184459,45005,98185,103511,72790,42818,115708,98771,122190,203351,69047,53300,60165,146837,285592,183244,146062,254796,154317,214013,229734,131598,151189,192453,605475,162103,183797,184025,147587,130765,109815,17072,14998,71393,220368,281300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,04,0,0,283833,134503,136242,361739,137628,130343,302234,97538,124681,114675,215053,141376,194515,150198,561488,317631,165807,145418,357500,147793,184927,47175,97331,100834,70916,41186,114419,99160,120059,195406,69639,52833,61932,149245,264599,179767,143832,248268,156057,208430,244385,130710,151358,187656,555022,160915,179207,186594,146084,127855,105241,18271,17997,73979,216361,270841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,05,0,0,299945,140398,138709,388111,143380,137645,319697,103353,128981,114621,219883,142460,200420,155504,639049,346366,171129,149273,391051,149503,194111,51099,102864,104628,73852,44088,119500,102964,125074,200805,71460,53544,67534,151866,266773,185115,150020,260806,162685,217071,254369,130936,155551,194341,607368,159622,186723,188201,148927,130736,105771,19021,18572,74953,225297,280235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,06,0,0,275921,130188,129983,351403,133718,128050,290236,99296,119586,107787,198339,128478,186279,146725,567487,311430,159686,137039,351722,139474,174219,45925,94631,96408,68924,42135,113324,85916,117096,167805,70668,50476,67528,136696,221394,173725,137005,241307,147439,199870,220772,122335,144135,179511,533133,152735,176340,175481,142741,119912,96951,17691,17072,71679,206230,231856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,07,0,0,276379,133529,130360,361101,128699,127694,286685,100003,117837,105364,188065,123775,179230,154362,641497,315964,156412,131016,346409,130536,169612,42955,93807,96417,65238,40834,113981,72549,120466,133757,73268,50443,73187,119279,173096,173509,135789,244481,144630,199235,224299,123339,135447,175165,580710,150634,173498,174303,145241,118133,86240,18289,18219,71380,209068,202271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,08,0,0,262357,125065,121538,339907,116397,123292,283766,91790,110863,98112,171508,118809,163875,140322,606303,308576,150203,121109,356518,121326,160063,38931,88361,91446,60998,38497,106988,66435,111528,130234,70618,47011,74703,115841,173342,163558,124124,225547,135850,183097,213609,112649,126291,163202,532875,136234,170893,156466,133745,111778,80221,17083,18176,65640,193187,190744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,09,0,0,271774,128786,127039,347069,130340,125396,280585,91378,114140,104626,193456,130910,179642,138656,548994,314494,159601,133659,339365,138248,167159,43209,92149,95878,65641,40558,111865,96092,114231,186082,68201,49946,77307,141223,236617,165380,133235,243201,143234,200416,211855,118395,139157,175288,523428,146909,175818,168671,135334,118531,96046,17094,20444,76988,204448,261214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,10,0,0,288511,138540,135711,365290,137489,132984,297804,99057,122120,112672,200260,142319,193237,145569,558122,325199,163393,142857,359742,147415,185953,49651,98200,102642,69484,43902,118964,98636,121822,189005,72405,56769,89187,150313,251822,183036,145559,263877,159324,211909,250793,126392,152504,194171,545235,159448,190451,187798,143720,127715,100779,18416,18231,75410,213962,274029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,11,0,0,275819,133376,128606,357626,131942,127894,287826,96352,115596,104770,190615,132878,183421,141619,567335,314769,159576,134637,356777,138210,173216,48355,94990,97951,66194,50695,112577,96301,116495,184048,65209,51419,104306,141863,245893,176889,136975,255162,158942,207103,219461,121878,148030,187432,548222,150658,180439,180795,131284,124862,95413,17100,14694,70673,204894,265151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
